"year","university","tuition_and_fees","total_expenses","total_salaries"
"2015","152530","36784002.0","62792200.0","22948500.0"
"2015","152567","30554137.0","45826500.0","16209100.0"
"2015","152600","78671000.0","134959000.0","63554000.0"
"2015","152628","373720.0","","142140.0"
"2015","152637","28359046.0","124987000.0","46909600.0"
"2015","152673","15473503.0","50208900.0","18725100.0"
"2015","152798","8985113.0","8065940.0","4959040.0"
"2015","152822","8388593.0","14172200.0","5600360.0"
"2015","152992","11259639.0","21529000.0","9300320.0"
"2015","153001","26707758.0","43561800.0","19568100.0"
"2015","153074","1757784.0","","1001210.0"
"2015","153083","1533888.0","","870715.0"
"2015","153108","20267746.0","46497100.0","18505200.0"
"2015","153126","17862825.0","26813700.0","12541100.0"
"2015","153144","19579167.0","37996800.0","17243300.0"
"2015","153162","16335645.0","37396000.0","14058300.0"
"2015","153171","248178.0","","147230.0"
"2015","153214","31170859.0","149743000.0","75029000.0"
"2015","153241","437673.0","6399840.0","2505410.0"
"2015","153250","22295487.0","36817600.0","13248200.0"
"2015","153269","85255855.0","139692000.0","64939900.0"
"2015","153278","39316610.0","51095900.0","19011000.0"
"2015","153296","2546819.0","17421500.0","5835900.0"
"2015","153302","1852581.0","5726930.0","2548320.0"
"2015","153311","11673627.0","70690300.0","29197800.0"
"2015","153320","1983778.0","6048100.0","2626460.0"
"2015","153339","266573.0","","187847.0"
"2015","153366","22818424.0","39667100.0","15844100.0"
"2015","153375","25093957.0","34888800.0","16138200.0"
"2015","153384","28302000.0","116789000.0","48554000.0"
"2015","153409","3525871.0","2560750.0","825441.0"
"2015","153418","7561441.0","5792030.0","2428510.0"
"2015","153427","1913265.0","2601730.0","1529600.0"
"2015","153445","9517319.0","58799800.0","21185400.0"
"2015","153463","60604.0","","90138.0"
"2015","153472","14847834.0","58836700.0","24770500.0"
"2015","153524","16070772.0","65304700.0","22096700.0"
"2015","153533","5407659.0","37773700.0","14448000.0"
"2015","153542","84231.0","","151146.0"
"2015","153588","280281.0","","190529.0"
"2015","153597","1381955.0","","1019940.0"
"2015","153603","319863216.0","1169360000.0","529511000.0"
"2015","153621","5476386.0","14593100.0","5457720.0"
"2015","153630","14637659.0","62314400.0","24927300.0"
"2015","153658","384359000.0","2888980000.0","1278430000.0"
"2015","153737","23965365.0","147666000.0","65352700.0"
"2015","153746","491633.0","","268508.0"
"2015","153764","1016597.0","","329955.0"
"2015","153773","818565.0","","432055.0"
"2015","153782","513588.0","","211982.0"
"2015","153825","19049520.0","43505200.0","17425000.0"
"2015","153834","42395551.0","81297800.0","33200300.0"
"2015","153861","15273000.0","31400000.0","8316000.0"
"2015","153922","4085522.0","27957700.0","9361750.0"
"2015","153977","12704767.0","12482100.0","7016270.0"
"2015","154004","20600881.0","35289100.0","15826700.0"
"2015","154013","20980367.0","30111300.0","12039500.0"
"2015","154022","581403000.0","517707000.0","177884000.0"
"2015","154059","7612716.0","35127200.0","14832900.0"
"2015","154095","62538104.0","276188000.0","135524000.0"
"2015","154101","13813579.0","28966200.0","11155100.0"
"2015","154110","9006384.0","61569100.0","22900000.0"
"2015","154129","3898930.0","17768900.0","7225160.0"
"2015","154156","50472937.0","54834500.0","26901400.0"
"2015","154165","500705.0","","173821.0"
"2015","154174","65020767.0","67338200.0","31390900.0"
"2015","154208","1943091.0","","1021900.0"
"2015","154235","51523448.0","71949000.0","30104300.0"
"2015","154262","2953631.0","","2225830.0"
"2015","154332","470228.0","","243828.0"
"2015","154341","542970.0","","226944.0"
"2015","154350","23464924.0","39962100.0","16412300.0"
"2015","154378","6258839.0","41986900.0","15814200.0"
"2015","154396","3257300.0","21056600.0","8262660.0"
"2015","154448","1355548.0","","749770.0"
"2015","154457","446310.0","","186832.0"
"2015","154466","596568.0","","315260.0"
"2015","154493","46475390.0","58172100.0","25243900.0"
"2015","154518","10563121.0","15386400.0","6959030.0"
"2015","154527","27530399.0","53601800.0","20531300.0"
"2015","154536","1060945.0","5149480.0","2258650.0"
"2015","154545","207018.0","","184590.0"
"2015","154572","7925764.0","52947600.0","19768900.0"
"2015","154590","13824528.0","24501600.0","8362780.0"
"2015","154642","2973989.0","15598000.0","5755940.0"
"2015","154688","29147540.0","41775500.0","15429400.0"
"2015","154697","13050707.0","37855100.0","17911700.0"
"2015","154712","23258951.0","43479500.0","14833500.0"
"2015","154721","5478534.0","16725900.0","5923380.0"
"2015","154749","5557337.0","14023200.0","5705580.0"
"2015","154767","4731051.0","7057630.0","2624260.0"
"2015","154776","3630879.0","6601500.0","2814120.0"
"2015","154794","1756140.0","11134200.0","683015.0"
"2015","154800","17465632.0","70117600.0","28364900.0"
"2015","154837","1308279.0","4058450.0","2833920.0"
"2015","154855","8757730.0","13420900.0","4220190.0"
"2015","154907","3394629.0","17934500.0","7322180.0"
"2015","154925","3985116.0","19742400.0","6800870.0"
"2015","154934","3085789.0","16881700.0","4830410.0"
"2015","154952","5084695.0","31828300.0","11645500.0"
"2015","154998","2934435.0","26431400.0","10385400.0"
"2015","155007","2502109.0","5705470.0","2908870.0"
"2015","155025","35357020.0","84737900.0","42636700.0"
"2015","155052","2507674.0","8515810.0","4095770.0"
"2015","155061","49427894.0","120353000.0","54072200.0"
"2015","155070","3141860.0","7589190.0","2050240.0"
"2015","155089","22864000.0","32492000.0","15852900.0"
"2015","155098","2999386.0","18695700.0","6906920.0"
"2015","155104","1574021.0","24078000.0","10770900.0"
"2015","155140","260453.0","26953900.0","10276100.0"
"2015","155159","782163.0","","304991.0"
"2015","155177","5289733.0","11784100.0","5621660.0"
"2015","155186","5343065.0","26166800.0","8895870.0"
"2015","155195","6787896.0","49458200.0","20651600.0"
"2015","155201","1557194.0","13723400.0","4951590.0"
"2015","155210","35804849.0","176471000.0","83934600.0"
"2015","155283","7573000.0","11602000.0","4888000.0"
"2015","155292","12052368.0","72821700.0","31710400.0"
"2015","155308","577264.0","1501950.0","661886.0"
"2015","155317","289104231.0","1194200000.0","639793000.0"
"2015","155335","18804348.0","25531500.0","11875000.0"
"2015","155353","524142.0","","204821.0"
"2015","155399","226005082.0","779362000.0","386378000.0"
"2015","155414","8589674.0","15308300.0","6533650.0"
"2015","155423","1348538.0","","4826280.0"
"2015","155441","223783.0","","202494.0"
"2015","155450","1231829.0","13777500.0","6317040.0"
"2015","155487","1714096.0","6485810.0","3583360.0"
"2015","155496","2390817.0","5289980.0","2243270.0"
"2015","155511","6137125.0","15362400.0","6076180.0"
"2015","155520","20367075.0","33383600.0","16103100.0"
"2015","155566","4059738.0","19951100.0","7067040.0"
"2015","155593","2059499.0","10338800.0","3898830.0"
"2015","155618","1061629.0","7205720.0","3024790.0"
"2015","155627","27371349.0","38925900.0","17725300.0"
"2015","155681","35717653.0","106641000.0","50375800.0"
"2015","155715","1448255.0","15305900.0","4606830.0"
"2015","155812","16307402.0","22108900.0","9835580.0"
"2015","155830","811897.0","4580180.0","2377200.0"
"2015","155858","2233734.0","22835000.0","9502900.0"
"2015","155867","382756.0","","222609.0"
"2015","155900","17672331.0","26467100.0","11223600.0"
"2015","155937","6132801.0","14080900.0","9732710.0"
"2015","155973","6378739.0","15249700.0","5461200.0"
"2015","156082","29933304.0","93264500.0","48151400.0"
"2015","156107","6957248.0","24061200.0","11376900.0"
"2015","156125","91329271.0","295398000.0","138001000.0"
"2015","156134","10753698.0","16616200.0","6536910.0"
"2015","156189","4479885.0","13485200.0","4279560.0"
"2015","156213","22667269.0","37490400.0","16860300.0"
"2015","156222","9514035.0","26535100.0","13359900.0"
"2015","156231","3572529.0","","11547100.0"
"2015","156277","605605.0","","221220.0"
"2015","156286","57937634.0","72652600.0","35663200.0"
"2015","156295","6262582.0","97171500.0","38051600.0"
"2015","156310","2150173.0","","3316740.0"
"2015","156338","5280652.0","","10457100.0"
"2015","156356","9678061.0","14181500.0","6207730.0"
"2015","156365","25310150.0","38222900.0","17528800.0"
"2015","156392","19468973.0","","29308900.0"
"2015","156408","25651694.0","59653500.0","22782900.0"
"2015","156417","461975.0","3753020.0","1379800.0"
"2015","156426","2298008.0","","1006020.0"
"2015","156444","54747.0","","44823.0"
"2015","156471","48096129.0","45956400.0","25958400.0"
"2015","156541","36093346.0","49808600.0","20953200.0"
"2015","156620","90980531.0","293779000.0","125713000.0"
"2015","156648","6918310.0","","15719900.0"
"2015","156727","21187150.0","19382800.0","10087400.0"
"2015","156745","13669165.0","33197300.0","14002800.0"
"2015","156754","640301.0","","638879.0"
"2015","156790","3007234.0","","13331300.0"
"2015","156842","1879295.0","","1016150.0"
"2015","156851","2182817.0","","6466740.0"
"2015","156860","5599188.0","","8826910.0"
"2015","156903","1224679.0","1937060.0","645820.0"
"2015","156921","16173821.0","","34125300.0"
"2015","156967","1158780.0","","460172.0"
"2015","157021","14639072.0","18241600.0","5827450.0"
"2015","157030","412540.0","1799540.0","179312.0"
"2015","157058","11517008.0","68536000.0","26377000.0"
"2015","157076","7559166.0","15161400.0","5588100.0"
"2015","157085","302936441.0","2641130000.0","1246750000.0"
"2015","157100","5355929.0","16208500.0","5090360.0"
"2015","157207","301860.0","2718630.0","1177860.0"
"2015","157216","21853548.0","38241800.0","17377900.0"
"2015","157270","5240263.0","6757190.0","3167540.0"
"2015","157289","209834000.0","975450000.0","505943000.0"
"2015","157298","168630.0","9299470.0","4242910.0"
"2015","157304","3638399.0","","11481200.0"
"2015","157331","4540328.0","","12415800.0"
"2015","157377","10538463.0","18046200.0","6443080.0"
"2015","157386","36057694.0","160622000.0","63615600.0"
"2015","157401","73588701.0","187378000.0","80298000.0"
"2015","157438","5452968.0","","14995900.0"
"2015","157447","106415000.0","230397000.0","104683000.0"
"2015","157456","115091.0","","78430.0"
"2015","157465","1845510.0","14754200.0","1061180.0"
"2015","157483","7743620.0","","17104000.0"
"2015","157508","14500.0","","178271.0"
"2015","157535","30382684.0","41336600.0","16941800.0"
"2015","157553","2491055.0","","13124900.0"
"2015","157599","7899505.0","13675500.0","5282560.0"
"2015","157614","916609.0","","410241.0"
"2015","157632","6420648.0","15453300.0","5936360.0"
"2015","157650","1432777.0","","519711.0"
"2015","157669","717880.0","","334820.0"
"2015","157678","1138433.0","","418558.0"
"2015","157696","2376341.0","4276510.0","1605370.0"
"2015","157711","5550978.0","","19564400.0"
"2015","157739","2009890.0","","13581400.0"
"2015","157748","19106603.0","42880700.0","17430100.0"
"2015","157757","28263711.0","29445000.0","15380200.0"
"2015","157766","6470738.0","9171390.0","4835090.0"
"2015","157793","67207258.0","62357100.0","26458500.0"
"2015","157809","19088120.0","25943500.0","10177000.0"
"2015","157818","16496144.0","38842400.0","16233900.0"
"2015","157827","991960.0","","677959.0"
"2015","157854","6562370.0","1020050000.0","21893300.0"
"2015","157863","10931647.0","19535800.0","7418070.0"
"2015","157951","134271809.0","342475000.0","147544000.0"
"2015","158088","845879.0","15082300.0","6522760.0"
"2015","158158","859048.0","","254016.0"
"2015","158246","3136784.0","","919214.0"
"2015","158325","710369.0","","542852.0"
"2015","158334","234607.0","","194427.0"
"2015","158343","936320.0","646468.0","65000.0"
"2015","158352","808184.0","","5809660.0"
"2015","158431","16409943.0","61272000.0","21800600.0"
"2015","158440","1449765.0","1439260.0","1248260.0"
"2015","158477","9004599.0","26064300.0","10408400.0"
"2015","158538","195424.0","","167733.0"
"2015","158617","2819525.0","","3140570.0"
"2015","158644","552661.0","","285045.0"
"2015","158662","38155121.0","126321000.0","51155100.0"
"2015","158723","2180534.0","2664450.0","1245880.0"
"2015","158778","147935.0","","80681.0"
"2015","158787","640347.0","","208339.0"
"2015","158802","15628567.0","45588100.0","15566400.0"
"2015","158884","2857979.0","14449000.0","6146470.0"
"2015","159009","19328694.0","89134300.0","31524300.0"
"2015","159027","907656.0","","186961.0"
"2015","159197","9240492.0","7812170.0","4022940.0"
"2015","159319","214660.0","","84000.0"
"2015","159328","692341.0","","316000.0"
"2015","159373","44761206.0","464276000.0","274471000.0"
"2015","159382","9735566.0","24859800.0","10422900.0"
"2015","159391","308224959.0","1104690000.0","492936000.0"
"2015","159407","5171258.0","20205800.0","7294240.0"
"2015","159416","15147127.0","40190400.0","17501400.0"
"2015","159513","2431986.0","","1000710.0"
"2015","159522","1828539.0","","918823.0"
"2015","159531","165246.0","","120340.0"
"2015","159568","10921635.0","22296300.0","8768430.0"
"2015","159601","162882.0","","106196.0"
"2015","159647","63561603.0","162481000.0","68810600.0"
"2015","159656","72473759.0","122063000.0","50056500.0"
"2015","159717","37785651.0","89752500.0","36935900.0"
"2015","159939","61747089.0","156518000.0","67742700.0"
"2015","159948","8320840.0","26447700.0","9435660.0"
"2015","159966","33715001.0","88143200.0","33008800.0"
"2015","159993","49122553.0","123728000.0","49998600.0"
"2015","160010","1017151.0","16311400.0","6122620.0"
"2015","160029","2321778.0","5723720.0","1719040.0"
"2015","160038","43540661.0","102770000.0","41918200.0"
"2015","160065","10786361.0","14622400.0","6535760.0"
"2015","160074","16895561.0","22011900.0","11809200.0"
"2015","160117","103979.0","","181386.0"
"2015","160126","163688.0","","58625.0"
"2015","160135","93507.0","","177792.0"
"2015","160199","529601.0","","259317.0"
"2015","160320","30343915.0","","14166600.0"
"2015","160409","2205859.0","5402890.0","1759520.0"
"2015","160445","3203407.0","","1634160.0"
"2015","160472","137946.0","","126132.0"
"2015","160481","4872013.0","13392800.0","5918790.0"
"2015","160524","4970606.0","5638840.0","1854870.0"
"2015","160533","0.0","8646940.0","3947530.0"
"2015","160579","5508551.0","20917000.0","8446370.0"
"2015","160597","446686.0","","350271.0"
"2015","160612","62274505.0","162151000.0","70685800.0"
"2015","160621","26587261.0","137567000.0","50770000.0"
"2015","160630","9734160.0","45095500.0","15442100.0"
"2015","160649","3027581.0","34042500.0","12500900.0"
"2015","160658","101453441.0","276057000.0","167762000.0"
"2015","160667","2799449.0","16371800.0","7663590.0"
"2015","160755","316777000.0","859277000.0","396946000.0"
"2015","160904","48725110.0","100438000.0","43477700.0"
"2015","160913","3055139.0","14229900.0","6127780.0"
"2015","160940","12686340.0","9318660.0","3477040.0"
"2015","160959","14027477.0","23626900.0","6599900.0"
"2015","160977","75027927.0","103404000.0","47958200.0"
"2015","160995","2462555.0","2849440.0","1437850.0"
"2015","161004","53172000.0","154283000.0","66484400.0"
"2015","161022","1471553.0","2938780.0","1590990.0"
"2015","161077","1879842.0","20821700.0","8990690.0"
"2015","161086","60804000.0","127795000.0","52852000.0"
"2015","161138","2612500.0","19615100.0","8974850.0"
"2015","161192","3264437.0","19126100.0","7476290.0"
"2015","161208","1399753.0","2210290.0","1080650.0"
"2015","161217","16145000.0","46909000.0","19979000.0"
"2015","161226","11883000.0","42765000.0","18433000.0"
"2015","161235","4702000.0","16122000.0","6861000.0"
"2015","161244","2367000.0","12799000.0","4831000.0"
"2015","161253","90633000.0","344550000.0","153571000.0"
"2015","161280","0.0","40446000.0","16913000.0"
"2015","161299","19475252.0","40019000.0","15147100.0"
"2015","161341","3415000.0","20463000.0","8650000.0"
"2015","161457","135106018.0","151926000.0","69004500.0"
"2015","161484","743510.0","13084500.0","5620100.0"
"2015","161493","2166772.0","","906835.0"
"2015","161509","8071658.0","11926200.0","5088220.0"
"2015","161518","24316272.0","37237800.0","19700600.0"
"2015","161527","4434674.0","","2276000.0"
"2015","161545","7609923.0","41778600.0","19214600.0"
"2015","161554","54122000.0","166824000.0","76597000.0"
"2015","161563","10602990.0","17170600.0","6872150.0"
"2015","161572","8898604.0","15846500.0","7431500.0"
"2015","161581","1092727.0","8406740.0","3337600.0"
"2015","161615","298646.0","","142153.0"
"2015","161651","313499.0","","218555.0"
"2015","161688","6004458.0","36404900.0","18037900.0"
"2015","161767","30550321.0","147687000.0","79907200.0"
"2015","161776","4831519.0","4118140.0","1612140.0"
"2015","161800","1256417.0","","707448.0"
"2015","161855","224675.0","","512043.0"
"2015","161864","2325337.0","75343700.0","35586600.0"
"2015","161873","54194064.0","111980000.0","62260400.0"
"2015","162007","23792405.0","98876100.0","47091400.0"
"2015","162061","11432190.0","15828000.0","5591420.0"
"2015","162104","5954713.0","34493100.0","14221500.0"
"2015","162122","26455862.0","79429600.0","38160600.0"
"2015","162168","4171872.0","29809400.0","15183900.0"
"2015","162210","10087145.0","29824600.0","12564100.0"
"2015","162283","4354227.0","76481100.0","35328100.0"
"2015","162335","211152.0","","295972.0"
"2015","162371","5231214.0","","3160210.0"
"2015","162557","16132042.0","61865300.0","32128700.0"
"2015","162584","28029766.0","107710000.0","50020000.0"
"2015","162609","1970741.0","17215400.0","6817880.0"
"2015","162654","33100000.0","69794000.0","30810100.0"
"2015","162681","12244630.0","9431530.0","3350000.0"
"2015","162690","14591956.0","47135000.0","20399900.0"
"2015","162706","13624330.0","61443500.0","26247300.0"
"2015","162760","24549597.0","41817600.0","17956400.0"
"2015","162779","29099293.0","105535000.0","55171800.0"
"2015","162830","611008.0","","354892.0"
"2015","162928","529093000.0","5091370000.0","2270150000.0"
"2015","162982","4447836.0","","1979450.0"
"2015","163028","9715310.0","","3128880.0"
"2015","163046","134456274.0","197844000.0","85626300.0"
"2015","163107","134988.0","","127295.0"
"2015","163204","262769858.0","336981000.0","166349000.0"
"2015","163259","101178594.0","1027840000.0","585545000.0"
"2015","163268","104765924.0","386241000.0","180385000.0"
"2015","163286","434750774.0","1763130000.0","919204000.0"
"2015","163295","62155701.0","78914200.0","35998700.0"
"2015","163338","17524976.0","116260000.0","55390500.0"
"2015","163347","8901343.0","","3005900.0"
"2015","163408","579086.0","","303542.0"
"2015","163426","63156543.0","326204000.0","179868000.0"
"2015","163453","39989690.0","204917000.0","99754400.0"
"2015","163462","37885592.0","66921900.0","24978400.0"
"2015","163532","4681550.0","12082800.0","3771860.0"
"2015","163541","2922953.0","","1273270.0"
"2015","163578","32261025.0","47859100.0","20519000.0"
"2015","163657","26678618.0","129378000.0","66984900.0"
"2015","163736","8311965.0","7078260.0","2844380.0"
"2015","163754","678226.0","","506437.0"
"2015","163815","598350.0","","601996.0"
"2015","163851","54987143.0","155140000.0","77228200.0"
"2015","163912","21767665.0","65536000.0","25845400.0"
"2015","163976","9903514.0","29256200.0","11135000.0"
"2015","164058","6016642.0","5709870.0","1974940.0"
"2015","164076","134777639.0","380504000.0","174601000.0"
"2015","164085","11252889.0","12201100.0","7005010.0"
"2015","164146","0.0","29038800.0","11592900.0"
"2015","164155","0.0","","213906000.0"
"2015","164173","58475208.0","97161800.0","43015300.0"
"2015","164216","34471457.0","67210700.0","25716100.0"
"2015","164270","35274000.0","64685000.0","26536000.0"
"2015","164313","6317705.0","32322800.0","13802000.0"
"2015","164368","42509680.0","44920000.0","20056700.0"
"2015","164438","8721622.0","11171200.0","5392300.0"
"2015","164447","38797378.0","51679600.0","21731300.0"
"2015","164465","46260291.0","180208000.0","74731300.0"
"2015","164474","1680669.0","7871630.0","3369840.0"
"2015","164492","18643686.0","24632100.0","9005810.0"
"2015","164535","603278.0","","483028.0"
"2015","164562","39574766.0","68022400.0","29450800.0"
"2015","164580","114102230.0","187882000.0","86200100.0"
"2015","164599","600828.0","","351500.0"
"2015","164614","1115798.0","2136600.0","943936.0"
"2015","164632","37460541.0","44521500.0","22367500.0"
"2015","164641","17317844.0","18038100.0","8020780.0"
"2015","164678","1397279.0","","611882.0"
"2015","164720","29421858.0","43848900.0","18368900.0"
"2015","164739","137590000.0","196313000.0","89837000.0"
"2015","164748","152873205.0","220747000.0","104077000.0"
"2015","164775","4895632.0","26283500.0","14443000.0"
"2015","164845","2382040.0","","768503.0"
"2015","164872","16817223.0","18277700.0","9924920.0"
"2015","164915","1328291.0","1580670.0","1426450.0"
"2015","164924","398059908.0","732942000.0","353525000.0"
"2015","164933","20258445.0","27571100.0","13885100.0"
"2015","164988","944832000.0","1669210000.0","737846000.0"
"2015","165015","145625418.0","327721000.0","163845000.0"
"2015","165024","76714808.0","191535000.0","105082000.0"
"2015","165033","19200204.0","69279600.0","43244700.0"
"2015","165060","4421363.0","","3428050.0"
"2015","165112","25718887.0","92833800.0","45642500.0"
"2015","165167","22672209.0","27858900.0","15428400.0"
"2015","165194","6921977.0","32571100.0","20213400.0"
"2015","165255","1831580.0","","1136560.0"
"2015","165264","11877542.0","11440600.0","6660020.0"
"2015","165334","64180000.0","103025000.0","51773900.0"
"2015","165495","504050.0","859653.0","543988.0"
"2015","165529","54684320.0","76448500.0","35885700.0"
"2015","165556","3141143.0","","1268510.0"
"2015","165574","19391363.0","37129500.0","13945000.0"
"2015","165608","425359.0","","481666.0"
"2015","165635","3768550.0","","2110590.0"
"2015","165644","13049739.0","23738300.0","10224200.0"
"2015","165662","125441148.0","173887000.0","67353500.0"
"2015","165671","37458216.0","63549500.0","23105300.0"
"2015","165699","58486851.0","86002400.0","37520700.0"
"2015","165705","192159.0","6852040.0","2932600.0"
"2015","165750","715012.0","","283652.0"
"2015","165802","19821430.0","24105600.0","9989960.0"
"2015","165820","31651220.0","89430800.0","42569600.0"
"2015","165866","33785799.0","90986700.0","43579300.0"
"2015","165884","6431444.0","10508400.0","5615490.0"
"2015","165936","36872882.0","64195800.0","25802800.0"
"2015","165945","10974072.0","25416200.0","12926700.0"
"2015","165981","6506203.0","26705800.0","14894900.0"
"2015","166009","2633376.0","","1308710.0"
"2015","166018","34678778.0","56527800.0","26448100.0"
"2015","166027","757489000.0","4463090000.0","1710770000.0"
"2015","166045","4240242.0","9990540.0","5717110.0"
"2015","166054","1506508.0","12718100.0","5122210.0"
"2015","166124","84749030.0","165926000.0","74063100.0"
"2015","166133","15870519.0","62793300.0","34941200.0"
"2015","166294","392006.0","","196582.0"
"2015","166319","288149.0","","181455.0"
"2015","166328","274610.0","","186352.0"
"2015","166391","35991616.0","56067600.0","24099100.0"
"2015","166407","3906832.0","","4254290.0"
"2015","166452","69339352.0","99127800.0","48029800.0"
"2015","166489","4749086.0","7713200.0","4066460.0"
"2015","166498","793246.0","","272427.0"
"2015","166513","164963000.0","390360000.0","181011000.0"
"2015","166586","223157.0","","170429.0"
"2015","166595","366877.0","","245046.0"
"2015","166629","341462000.0","1061030000.0","503725000.0"
"2015","166638","169657000.0","381298000.0","197989000.0"
"2015","166647","12585404.0","39781700.0","24455400.0"
"2015","166656","217211524.0","140363000.0","66160800.0"
"2015","166665","4701000.0","111549000.0","40816100.0"
"2015","166674","22699397.0","67503400.0","32531100.0"
"2015","166683","331819000.0","3111120000.0","1253350000.0"
"2015","166692","16845851.0","59558000.0","23233100.0"
"2015","166708","16867518.0","797183000.0","318547000.0"
"2015","166717","21483643.0","22069200.0","13098900.0"
"2015","166805","728511.0","","426684.0"
"2015","166823","27035313.0","71737000.0","35768900.0"
"2015","166850","62806682.0","91442600.0","40077600.0"
"2015","166869","40187000.0","43343000.0","23529200.0"
"2015","166887","21086900.0","77822500.0","44855000.0"
"2015","166911","7186337.0","10249800.0","4957750.0"
"2015","166939","46060050.0","137667000.0","64498700.0"
"2015","166948","20374882.0","39771300.0","14595300.0"
"2015","166957","11586470.0","50002400.0","28663300.0"
"2015","166975","1457057.0","","779090.0"
"2015","166984","14788710.0","20534200.0","11240500.0"
"2015","167039","222572.0","","82706.0"
"2015","167057","23693367.0","41203200.0","22097000.0"
"2015","167093","20267242.0","23471900.0","12440000.0"
"2015","167181","2923919.0","4261730.0","2263470.0"
"2015","167215","24793031.0","20741400.0","11180800.0"
"2015","167224","1959180.0","","1358490.0"
"2015","167251","12569890.0","18770400.0","6485390.0"
"2015","167260","21859741.0","35095900.0","12653100.0"
"2015","167288","9848181.0","47010300.0","22788900.0"
"2015","167297","3184118.0","","2410640.0"
"2015","167312","15536319.0","64944400.0","36976200.0"
"2015","167321","8892652.0","29723100.0","5378540.0"
"2015","167358","749001000.0","996069000.0","441814000.0"
"2015","167376","12957075.0","62174900.0","33473600.0"
"2015","167394","18414756.0","25314600.0","11873100.0"
"2015","167455","6439779.0","17570100.0","6256100.0"
"2015","167464","1731000.0","3298720.0","1327140.0"
"2015","167525","18042602.0","29435800.0","16235200.0"
"2015","167534","18234296.0","81119900.0","42813400.0"
"2015","167598","31566411.0","45525600.0","22612800.0"
"2015","167631","1926231.0","29127900.0","14472700.0"
"2015","167677","2055751.0","6963560.0","2084250.0"
"2015","167729","57897074.0","158749000.0","87031600.0"
"2015","167738","22088931.0","24762500.0","8030870.0"
"2015","167783","97722276.0","139922000.0","57990200.0"
"2015","167792","7531135.0","20946700.0","9155540.0"
"2015","167835","71478354.0","222384000.0","98576600.0"
"2015","167871","466821.0","","1583170.0"
"2015","167899","56239196.0","110079000.0","40791000.0"
"2015","167905","12696522.0","69836200.0","31742500.0"
"2015","167987","72269000.0","225308000.0","108637000.0"
"2015","167996","47078768.0","90799300.0","39502000.0"
"2015","168005","192877117.0","215266000.0","97108900.0"
"2015","168032","483606.0","","122531.0"
"2015","168148","340997802.0","812338000.0","383926000.0"
"2015","168218","53122000.0","213677000.0","96103000.0"
"2015","168227","78828470.0","107960000.0","45271400.0"
"2015","168254","77732881.0","104637000.0","51093300.0"
"2015","168263","43175056.0","109478000.0","43820600.0"
"2015","168281","38016336.0","76986600.0","33728800.0"
"2015","168290","25284423.0","43898000.0","19554300.0"
"2015","168342","64171096.0","221675000.0","96627300.0"
"2015","168421","144135000.0","234489000.0","102575000.0"
"2015","168430","36241758.0","90643300.0","44396500.0"
"2015","168528","23256961.0","44724600.0","16071400.0"
"2015","168546","21371491.0","55025600.0","19784700.0"
"2015","168555","300246.0","","145495.0"
"2015","168573","4496004.0","","1859030.0"
"2015","168591","21124694.0","46783100.0","19168100.0"
"2015","168607","3395242.0","19121600.0","9155510.0"
"2015","168740","45217791.0","102522000.0","39944900.0"
"2015","168786","22840405.0","36883900.0","15180500.0"
"2015","168847","168711304.0","200012000.0","84870000.0"
"2015","168883","6120724.0","23921200.0","9908920.0"
"2015","168892","256192.0","","246226.0"
"2015","169071","29750.0","","53770.0"
"2015","169080","70174110.0","124676000.0","52649600.0"
"2015","169099","1207768.0","10894000.0","4120040.0"
"2015","169187","2496860.0","","1696640.0"
"2015","169220","3130134.0","3130890.0","1971320.0"
"2015","169248","223630000.0","457167000.0","199575000.0"
"2015","169275","19651865.0","96796300.0","40686500.0"
"2015","169284","2684193.0","","1113140.0"
"2015","169327","5101631.0","7776500.0","3486800.0"
"2015","169363","8183477.0","18458000.0","6560210.0"
"2015","169424","4695792.0","9674680.0","2964160.0"
"2015","169442","30158255.0","53372800.0","19081300.0"
"2015","169479","98154256.0","112361000.0","42971100.0"
"2015","169503","1762960.0","","500250.0"
"2015","169521","22453957.0","94023500.0","40144500.0"
"2015","169576","1299341.0","","696415.0"
"2015","169628","18260370.0","25437000.0","13810400.0"
"2015","169655","12951743.0","13746600.0","6427360.0"
"2015","169716","111853850.0","141561000.0","73395700.0"
"2015","169761","39838157.0","","18567900.0"
"2015","169798","168983803.0","353618000.0","167084000.0"
"2015","169910","120715410.0","252619000.0","121889000.0"
"2015","169947","62259.0","","187458.0"
"2015","169974","2049068.0","12370200.0","5454670.0"
"2015","169983","40768578.0","54934800.0","25987900.0"
"2015","169992","2575768.0","13136500.0","5647340.0"
"2015","170000","4625712.0","9157320.0","3507920.0"
"2015","170037","27333567.0","41961900.0","16902200.0"
"2015","170055","40026209.0","137348000.0","58461400.0"
"2015","170082","238664321.0","428611000.0","188714000.0"
"2015","170091","795976.0","3736310.0","1631320.0"
"2015","170240","16622324.0","109538000.0","43726100.0"
"2015","170286","15460879.0","108074000.0","35778300.0"
"2015","170301","62519540.0","108231000.0","48322700.0"
"2015","170417","5644817.0","5560820.0","1923700.0"
"2015","170444","11453375.0","49783800.0","20522800.0"
"2015","170532","26482210.0","51823900.0","24208300.0"
"2015","170541","16782664.0","77410800.0","30949300.0"
"2015","170550","12802505.0","54241900.0","23982600.0"
"2015","170587","3665999.0","19515500.0","7818420.0"
"2015","170611","769191.0","","1097280.0"
