"year","university","tuition_and_fees","total_expenses"
"2015","159009","19328694.0","89134300.0"
"2015","159027","907656.0",""
"2015","159197","9240492.0","7812170.0"
"2015","159319","214660.0",""
"2015","159328","692341.0",""
"2015","159373","44761206.0","464276000.0"
"2015","159382","9735566.0","24859800.0"
"2015","159391","308224959.0","1104690000.0"
"2015","159407","5171258.0","20205800.0"
"2015","159416","15147127.0","40190400.0"
"2015","159513","2431986.0",""
"2015","159522","1828539.0",""
"2015","159531","165246.0",""
"2015","159568","10921635.0","22296300.0"
"2015","159601","162882.0",""
"2015","159647","63561603.0","162481000.0"
"2015","159656","72473759.0","122063000.0"
"2015","159717","37785651.0","89752500.0"
"2015","159939","61747089.0","156518000.0"
"2015","159948","8320840.0","26447700.0"
"2015","159966","33715001.0","88143200.0"
"2015","159993","49122553.0","123728000.0"
"2015","160010","1017151.0","16311400.0"
"2015","160029","2321778.0","5723720.0"
"2015","160038","43540661.0","102770000.0"
"2015","160065","10786361.0","14622400.0"
"2015","160074","16895561.0","22011900.0"
"2015","160117","103979.0",""
"2015","160126","163688.0",""
"2015","160135","93507.0",""
"2015","160199","529601.0",""
"2015","160320","30343915.0",""
"2015","160409","2205859.0","5402890.0"
"2015","160445","3203407.0",""
"2015","160472","137946.0",""
"2015","160481","4872013.0","13392800.0"
"2015","160524","4970606.0","5638840.0"
"2015","160533","0.0","8646940.0"
"2015","160579","5508551.0","20917000.0"
"2015","160597","446686.0",""
"2015","160612","62274505.0","162151000.0"
"2015","160621","26587261.0","137567000.0"
"2015","160630","9734160.0","45095500.0"
"2015","160649","3027581.0","34042500.0"
"2015","160658","101453441.0","276057000.0"
"2015","160667","2799449.0","16371800.0"
"2015","160755","316777000.0","859277000.0"
"2015","160904","48725110.0","100438000.0"
"2015","160913","3055139.0","14229900.0"
"2015","160940","12686340.0","9318660.0"
"2015","160959","14027477.0","23626900.0"
"2015","160977","75027927.0","103404000.0"
"2015","160995","2462555.0","2849440.0"
"2015","161004","53172000.0","154283000.0"
"2015","161022","1471553.0","2938780.0"
"2015","161077","1879842.0","20821700.0"
"2015","161086","60804000.0","127795000.0"
"2015","161138","2612500.0","19615100.0"
"2015","161192","3264437.0","19126100.0"
"2015","161208","1399753.0","2210290.0"
"2015","161217","16145000.0","46909000.0"
"2015","161226","11883000.0","42765000.0"
"2015","161235","4702000.0","16122000.0"
"2015","161244","2367000.0","12799000.0"
"2015","161253","90633000.0","344550000.0"
"2015","161280","0.0","40446000.0"
"2015","161299","19475252.0","40019000.0"
"2015","161341","3415000.0","20463000.0"
"2015","161457","135106018.0","151926000.0"
"2015","161484","743510.0","13084500.0"
"2015","161493","2166772.0",""
"2015","161509","8071658.0","11926200.0"
"2015","161518","24316272.0","37237800.0"
"2015","161527","4434674.0",""
"2015","161545","7609923.0","41778600.0"
"2015","161554","54122000.0","166824000.0"
"2015","161563","10602990.0","17170600.0"
"2015","161572","8898604.0","15846500.0"
"2015","161581","1092727.0","8406740.0"
"2015","161615","298646.0",""
"2015","161651","313499.0",""
"2015","161688","6004458.0","36404900.0"
"2015","161767","30550321.0","147687000.0"
"2015","161776","4831519.0","4118140.0"
"2015","161800","1256417.0",""
"2015","161855","224675.0",""
"2015","161864","2325337.0","75343700.0"
"2015","161873","54194064.0","111980000.0"
"2015","162007","23792405.0","98876100.0"
"2015","162061","11432190.0","15828000.0"
"2015","162104","5954713.0","34493100.0"
"2015","162122","26455862.0","79429600.0"
"2015","162168","4171872.0","29809400.0"
"2015","162210","10087145.0","29824600.0"
"2015","162283","4354227.0","76481100.0"
"2015","162335","211152.0",""
"2015","162371","5231214.0",""
"2015","162557","16132042.0","61865300.0"
"2015","162584","28029766.0","107710000.0"
"2015","162609","1970741.0","17215400.0"
"2015","162654","33100000.0","69794000.0"
"2015","162681","12244630.0","9431530.0"
"2015","162690","14591956.0","47135000.0"
"2015","162706","13624330.0","61443500.0"
"2015","162760","24549597.0","41817600.0"
"2015","162779","29099293.0","105535000.0"
"2015","162830","611008.0",""
"2015","162928","529093000.0","5091370000.0"
"2015","162982","4447836.0",""
"2015","163028","9715310.0",""
"2015","163046","134456274.0","197844000.0"
"2015","163107","134988.0",""
"2015","163204","262769858.0","336981000.0"
"2015","163259","101178594.0","1027840000.0"
"2015","163268","104765924.0","386241000.0"
"2015","163286","434750774.0","1763130000.0"
"2015","163295","62155701.0","78914200.0"
"2015","163338","17524976.0","116260000.0"
"2015","163347","8901343.0",""
"2015","163408","579086.0",""
"2015","163426","63156543.0","326204000.0"
"2015","163453","39989690.0","204917000.0"
"2015","163462","37885592.0","66921900.0"
"2015","163532","4681550.0","12082800.0"
"2015","163541","2922953.0",""
"2015","163578","32261025.0","47859100.0"
"2015","163657","26678618.0","129378000.0"
"2015","163736","8311965.0","7078260.0"
"2015","163754","678226.0",""
"2015","163815","598350.0",""
"2015","163851","54987143.0","155140000.0"
"2015","163912","21767665.0","65536000.0"
"2015","163976","9903514.0","29256200.0"
"2015","164058","6016642.0","5709870.0"
"2015","164076","134777639.0","380504000.0"
"2015","164085","11252889.0","12201100.0"
"2015","164146","0.0","29038800.0"
"2015","164155","0.0",""
"2015","164173","58475208.0","97161800.0"
"2015","164216","34471457.0","67210700.0"
"2015","164270","35274000.0","64685000.0"
"2015","164313","6317705.0","32322800.0"
"2015","164368","42509680.0","44920000.0"
"2015","164438","8721622.0","11171200.0"
"2015","164447","38797378.0","51679600.0"
"2015","164465","46260291.0","180208000.0"
"2015","164474","1680669.0","7871630.0"
"2015","164492","18643686.0","24632100.0"
"2015","164535","603278.0",""
"2015","164562","39574766.0","68022400.0"
"2015","164580","114102230.0","187882000.0"
"2015","164599","600828.0",""
"2015","164614","1115798.0","2136600.0"
"2015","164632","37460541.0","44521500.0"
"2015","164641","17317844.0","18038100.0"
"2015","164678","1397279.0",""
"2015","164720","29421858.0","43848900.0"
"2015","164739","137590000.0","196313000.0"
"2015","164748","152873205.0","220747000.0"
"2015","164775","4895632.0","26283500.0"
"2015","164845","2382040.0",""
"2015","164872","16817223.0","18277700.0"
"2015","164915","1328291.0","1580670.0"
"2015","164924","398059908.0","732942000.0"
"2015","164933","20258445.0","27571100.0"
"2015","164988","944832000.0","1669210000.0"
"2015","165015","145625418.0","327721000.0"
"2015","165024","76714808.0","191535000.0"
"2015","165033","19200204.0","69279600.0"
"2015","165060","4421363.0",""
"2015","165112","25718887.0","92833800.0"
"2015","165167","22672209.0","27858900.0"
"2015","165194","6921977.0","32571100.0"
"2015","165255","1831580.0",""
"2015","165264","11877542.0","11440600.0"
"2015","165334","64180000.0","103025000.0"
"2015","165495","504050.0","859653.0"
"2015","165529","54684320.0","76448500.0"
"2015","165556","3141143.0",""
"2015","165574","19391363.0","37129500.0"
"2015","165608","425359.0",""
"2015","165635","3768550.0",""
"2015","165644","13049739.0","23738300.0"
"2015","165662","125441148.0","173887000.0"
"2015","165671","37458216.0","63549500.0"
"2015","165699","58486851.0","86002400.0"
"2015","165705","192159.0","6852040.0"
"2015","165750","715012.0",""
"2015","165802","19821430.0","24105600.0"
"2015","165820","31651220.0","89430800.0"
"2015","165866","33785799.0","90986700.0"
"2015","165884","6431444.0","10508400.0"
"2015","165936","36872882.0","64195800.0"
"2015","165945","10974072.0","25416200.0"
"2015","165981","6506203.0","26705800.0"
"2015","166009","2633376.0",""
"2015","166018","34678778.0","56527800.0"
"2015","166027","757489000.0","4463090000.0"
"2015","166045","4240242.0","9990540.0"
"2015","166054","1506508.0","12718100.0"
"2015","166124","84749030.0","165926000.0"
"2015","166133","15870519.0","62793300.0"
"2015","166294","392006.0",""
"2015","166319","288149.0",""
"2015","166328","274610.0",""
"2015","166391","35991616.0","56067600.0"
"2015","166407","3906832.0",""
"2015","166452","69339352.0","99127800.0"
"2015","166489","4749086.0","7713200.0"
"2015","166498","793246.0",""
"2015","166513","164963000.0","390360000.0"
"2015","166586","223157.0",""
"2015","166595","366877.0",""
"2015","166629","341462000.0","1061030000.0"
"2015","166638","169657000.0","381298000.0"
"2015","166647","12585404.0","39781700.0"
"2015","166656","217211524.0","140363000.0"
"2015","166665","4701000.0","111549000.0"
"2015","166674","22699397.0","67503400.0"
"2015","166683","331819000.0","3111120000.0"
"2015","166692","16845851.0","59558000.0"
"2015","166708","16867518.0","797183000.0"
"2015","166717","21483643.0","22069200.0"
"2015","166805","728511.0",""
"2015","166823","27035313.0","71737000.0"
"2015","166850","62806682.0","91442600.0"
"2015","166869","40187000.0","43343000.0"
"2015","166887","21086900.0","77822500.0"
"2015","166911","7186337.0","10249800.0"
"2015","166939","46060050.0","137667000.0"
"2015","166948","20374882.0","39771300.0"
"2015","166957","11586470.0","50002400.0"
"2015","166975","1457057.0",""
"2015","166984","14788710.0","20534200.0"
"2015","167039","222572.0",""
"2015","167057","23693367.0","41203200.0"
"2015","167093","20267242.0","23471900.0"
"2015","167181","2923919.0","4261730.0"
"2015","167215","24793031.0","20741400.0"
"2015","167224","1959180.0",""
"2015","167251","12569890.0","18770400.0"
"2015","167260","21859741.0","35095900.0"
"2015","167288","9848181.0","47010300.0"
"2015","167297","3184118.0",""
"2015","167312","15536319.0","64944400.0"
"2015","167321","8892652.0","29723100.0"
"2015","167358","749001000.0","996069000.0"
"2015","167376","12957075.0","62174900.0"
"2015","167394","18414756.0","25314600.0"
"2015","167455","6439779.0","17570100.0"
"2015","167464","1731000.0","3298720.0"
"2015","167525","18042602.0","29435800.0"
"2015","167534","18234296.0","81119900.0"
"2015","167598","31566411.0","45525600.0"
"2015","167631","1926231.0","29127900.0"
"2015","167677","2055751.0","6963560.0"
"2015","167729","57897074.0","158749000.0"
"2015","167738","22088931.0","24762500.0"
"2015","167783","97722276.0","139922000.0"
"2015","167792","7531135.0","20946700.0"
"2015","167835","71478354.0","222384000.0"
"2015","167871","466821.0",""
"2015","167899","56239196.0","110079000.0"
"2015","167905","12696522.0","69836200.0"
"2015","167987","72269000.0","225308000.0"
"2015","167996","47078768.0","90799300.0"
"2015","168005","192877117.0","215266000.0"
"2015","168032","483606.0",""
"2015","168148","340997802.0","812338000.0"
"2015","168218","53122000.0","213677000.0"
"2015","168227","78828470.0","107960000.0"
"2015","168254","77732881.0","104637000.0"
"2015","168263","43175056.0","109478000.0"
"2015","168281","38016336.0","76986600.0"
"2015","168290","25284423.0","43898000.0"
"2015","168342","64171096.0","221675000.0"
"2015","168421","144135000.0","234489000.0"
"2015","168430","36241758.0","90643300.0"
"2015","168528","23256961.0","44724600.0"
"2015","168546","21371491.0","55025600.0"
"2015","168555","300246.0",""
"2015","168573","4496004.0",""
"2015","168591","21124694.0","46783100.0"
"2015","168607","3395242.0","19121600.0"
"2015","168740","45217791.0","102522000.0"
"2015","168786","22840405.0","36883900.0"
"2015","168847","168711304.0","200012000.0"
"2015","168883","6120724.0","23921200.0"
"2015","168892","256192.0",""
"2015","169071","29750.0",""
"2015","169080","70174110.0","124676000.0"
"2015","169099","1207768.0","10894000.0"
"2015","169187","2496860.0",""
"2015","169220","3130134.0","3130890.0"
"2015","169248","223630000.0","457167000.0"
"2015","169275","19651865.0","96796300.0"
"2015","169284","2684193.0",""
"2015","169327","5101631.0","7776500.0"
"2015","169363","8183477.0","18458000.0"
"2015","169424","4695792.0","9674680.0"
"2015","169442","30158255.0","53372800.0"
"2015","169479","98154256.0","112361000.0"
"2015","169503","1762960.0",""
"2015","169521","22453957.0","94023500.0"
"2015","169576","1299341.0",""
"2015","169628","18260370.0","25437000.0"
"2015","169655","12951743.0","13746600.0"
"2015","169716","111853850.0","141561000.0"
"2015","169761","39838157.0",""
"2015","169798","168983803.0","353618000.0"
"2015","169910","120715410.0","252619000.0"
"2015","169947","62259.0",""
"2015","169974","2049068.0","12370200.0"
"2015","169983","40768578.0","54934800.0"
"2015","169992","2575768.0","13136500.0"
"2015","170000","4625712.0","9157320.0"
"2015","170037","27333567.0","41961900.0"
"2015","170055","40026209.0","137348000.0"
"2015","170082","238664321.0","428611000.0"
"2015","170091","795976.0","3736310.0"
"2015","170240","16622324.0","109538000.0"
"2015","170286","15460879.0","108074000.0"
"2015","170301","62519540.0","108231000.0"
"2015","170417","5644817.0","5560820.0"
"2015","170444","11453375.0","49783800.0"
"2015","170532","26482210.0","51823900.0"
"2015","170541","16782664.0","77410800.0"
"2015","170550","12802505.0","54241900.0"
"2015","170587","3665999.0","19515500.0"
"2015","170611","769191.0",""
"2015","170620","6265652.0","38250400.0"
"2015","170639","15160349.0","50369300.0"
"2015","170657","27560464.0","133393000.0"
"2015","170675","57131196.0","63142700.0"
"2015","170736","377239.0",""
"2015","170790","47493206.0","159485000.0"
"2015","170806","34139662.0","44253100.0"
"2015","170842","12621756.0","25591500.0"
"2015","170967","10906548.0","13299300.0"
"2015","170976","990071000.0","6497560000.0"
"2015","171012","1183002.0",""
"2015","171100","796953689.0","2203620000.0"
"2015","171128","86156727.0","239157000.0"
"2015","171137","81191000.0","130689000.0"
"2015","171146","74655000.0","122648000.0"
"2015","171155","13515933.0","32267000.0"
"2015","171225","6632860.0","31927300.0"
"2015","171234","2574369.0","16846300.0"
"2015","171261","19681.0",""
"2015","171304","11643942.0","40690200.0"
"2015","171322","5436463.0",""
"2015","171395","4043101.0","21053700.0"
"2015","171456","60191614.0","163643000.0"
"2015","171465","563592.0",""
"2015","171483","19418715.0","58747400.0"
"2015","171492","47636147.0","68990200.0"
"2015","171535","33640063.0","188705000.0"
"2015","171571","179163913.0","307651000.0"
"2015","171599","11956213.0","18926900.0"
"2015","171775","659539.0",""
"2015","171881","2987333.0","6445250.0"
"2015","171988","2420946.0",""
"2015","171997","3143020.0",""
"2015","172015","4569132.0",""
"2015","172033","3379235.0","8193740.0"
"2015","172051","69836986.0","139006000.0"
"2015","172200","27358642.0","98494100.0"
"2015","172264","20333654.0","34531500.0"
"2015","172291","9788034.0","33717900.0"
"2015","172307","7208359.0","26208100.0"
"2015","172325","8776441.0",""
"2015","172334","34916023.0","51655600.0"
"2015","172422","3017.0",""
"2015","172440","6980322.0","13113600.0"
"2015","172477","49206763.0","54584300.0"
"2015","172495","1756321.0",""
"2015","172608","26664113.0","28703600.0"
"2015","172617","25434849.0","116345000.0"
"2015","172635","17776548.0","149630000.0"
"2015","172644","261593392.0","855906000.0"
"2015","172671","1724575.0","16364800.0"
"2015","172680","404144.0",""
"2015","172699","231571652.0","542337000.0"
"2015","172705","1280525.0","11018500.0"
"2015","172802","251715.0",""
"2015","172866","1480562.0","1704790.0"
"2015","172918","7512000.0","24039000.0"
"2015","172927","9775.0",""
"2015","172954","3985000.0","18526000.0"
"2015","172963","17760000.0","56213000.0"
"2015","173045","52887400.0","73204900.0"
"2015","173063","6994000.0","28737000.0"
"2015","173115","2162000.0","10004000.0"
"2015","173124","21049000.0","72556000.0"
"2015","173142","6262616.0","17818300.0"
"2015","173160","66288914.0","99685300.0"
"2015","173179","3208999.0",""
"2015","173203","7688000.0","36381000.0"
"2015","173258","61940917.0","127691000.0"
"2015","173300","43113694.0","83028800.0"
"2015","173328","42066332.0","47299900.0"
"2015","173416","7578000.0","29951000.0"
"2015","173452","10911308.0","18966500.0"
"2015","173461","12885000.0","40888000.0"
"2015","173470","229542.0",""
"2015","173489","1844480.0","2776370.0"
"2015","173559","13315000.0","53887000.0"
"2015","173629","42915857.0","52195900.0"
"2015","173638","6659000.0","27098000.0"
"2015","173647","45820355.0","85464100.0"
"2015","173665","64201891.0","89460600.0"
"2015","173683","2173970.0",""
"2015","173708","11793000.0","51647000.0"
"2015","173726","284898.0",""
"2015","173735","4484000.0","17664000.0"
"2015","177083","1738571.0","3350120.0"
"2015","173744","7216719.0",""
"2015","173799","12125000.0","37011000.0"
"2015","173805","2613000.0","14183000.0"
"2015","173887","11198080.0","19690200.0"
"2015","173896","3534454.0","19065800.0"
"2015","173902","46942000.0","105913000.0"
"2015","173911","8456000.0","32326000.0"
"2015","173920","80584000.0","211587000.0"
"2015","173939","71658042.0",""
"2015","173957","3614739.0",""
"2015","173966","6032224.0",""
"2015","173984","16174580.0","19315200.0"
"2015","173993","1968000.0","12806000.0"
"2015","174020","28756000.0","80604000.0"
"2015","174066","622508322.0","3002220000.0"
"2015","174075","11840656.0","34926100.0"
"2015","174118","3422725.0","3276320.0"
"2015","174127","14854178.0","19948000.0"
"2015","174136","13645000.0","68786000.0"
"2015","174154","5118116.0","5057650.0"
"2015","174190","2789158.0",""
"2015","174206","895240.0","2680100.0"
"2015","174233","89461010.0","225555000.0"
"2015","174251","9693445.0","50340300.0"
"2015","174279","46576971.0","50222000.0"
"2015","174321","1062159.0",""
"2015","174358","30394000.0","96776000.0"
"2015","174376","12678000.0","49828000.0"
"2015","174385","2950467.0",""
"2015","174394","3082307.0","9603510.0"
"2015","174428","21901000.0","67210000.0"
"2015","174437","14356075.0","25194000.0"
"2015","174473","8103000.0","30659000.0"
"2015","174491","39711567.0","72222900.0"
"2015","174507","21219253.0","29330500.0"
"2015","174525","1297050.0","3184510.0"
"2015","174570","1342000.0","15068000.0"
"2015","174604","743000.0","4291000.0"
"2015","174738","13435000.0","52186000.0"
"2015","174747","39397522.0","63590700.0"
"2015","174756","10352000.0","37620000.0"
"2015","174783","59361000.0","203495000.0"
"2015","174792","34075157.0","73867400.0"
"2015","174817","54574945.0","72408000.0"
"2015","174844","67791928.0","117458000.0"
"2015","174862","11794116.0","18382000.0"
"2015","174899","58337190.0","74621700.0"
"2015","174914","177183193.0","248986000.0"
"2015","174978","1153043.0",""
"2015","175005","67522721.0","93546900.0"
"2015","175014","68996536.0","62315200.0"
"2015","175041","9602000.0","48735000.0"
"2015","175078","13904000.0","48240000.0"
"2015","175120","13056.0",""
"2015","175139","600522.0","4783660.0"
"2015","175157","1440000.0","8309000.0"
"2015","175227","19937916.0","25045100.0"
"2015","175236","10229000.0","38993000.0"
"2015","175263","4745000.0","20950000.0"
"2015","175272","45750000.0","137226000.0"
"2015","175281","12500295.0","26361600.0"
"2015","175315","18863000.0","73655000.0"
"2015","175342","13426474.0","81973600.0"
"2015","175421","36338038.0","44031100.0"
"2015","175430","3390662.0","8374940.0"
"2015","175494","395391.0",""
"2015","175519","0.0","31475600.0"
"2015","175573","2559138.0","38198800.0"
"2015","175607","209828.0",""
"2015","175616","16295645.0","65481200.0"
"2015","175643","1076530.0","27547300.0"
"2015","175652","8353160.0","51217500.0"
"2015","175698","231168.0",""
"2015","175722","178534.0",""
"2015","175786","10513074.0","133757000.0"
"2015","175810","4706123.0","52127700.0"
"2015","175829","14394310.0","71274800.0"
"2015","175856","46141310.0","196999000.0"
"2015","175883","4104267.0","51515800.0"
"2015","175935","2874865.0","36084300.0"
"2015","175980","11329756.0","37729500.0"
"2015","175999","0.0","75788300.0"
"2015","176008","1404178.0","29480700.0"
"2015","176017","228280647.0","1794780000.0"
"2015","176035","11935224.0","50768900.0"
"2015","176044","6649895.0","53524500.0"
"2015","176053","52763770.0","78567400.0"
"2015","176062","434955.0",""
"2015","176071","21759206.0","109415000.0"
"2015","176080","134396877.0","640512000.0"
"2015","176169","2893561.0","34992900.0"
"2015","176178","9203423.0","74595500.0"
"2015","176239","2549965.0","50875600.0"
"2015","176318","8407431.0","17302700.0"
"2015","176336","34844.0","493010.0"
"2015","176354","1917973.0","24151900.0"
"2015","176372","85530797.0","327053000.0"
"2015","176390","820929.0",""
"2015","176406","6817901.0","25152300.0"
"2015","176451","293775.0","1446320.0"
"2015","176479","48517742.0","50999300.0"
"2015","176600","1461980.0","2434440.0"
"2015","176619","1780343.0",""
"2015","176628","21722224.0","29784600.0"
"2015","176637","8848808.0","6867980.0"
"2015","176664","2269217.0","6670990.0"
"2015","176716","1368739.0",""
"2015","176770","7809071.0",""
"2015","176789","1994132.0","4526980.0"
"2015","176798","573792.0",""
"2015","176910","1234138.0","4402680.0"
"2015","176947","26214182.0","32136100.0"
"2015","176965","77371125.0","188423000.0"
"2015","176983","373417.0",""
"2015","176992","131503.0",""
"2015","177038","12039587.0","12935000.0"
"2015","177056","1114904.0",""
"2015","177065","90529687.0","91808900.0"
"2015","177092","4227977.0","21659100.0"
"2015","177117","2084766.0","22767900.0"
"2015","177126","3101746.0","8158320.0"
"2015","177135","5665852.0","42811800.0"
"2015","177144","9827926.0","18583700.0"
"2015","177214","36668700.0","53819400.0"
"2015","177250","4356526.0","25830000.0"
"2015","177278","1198289.0","5166220.0"
"2015","177287","1890302.0",""
"2015","177302","12839539.0","13481000.0"
"2015","177339","21665825.0","41380400.0"
"2015","177418","22491884.0","31383900.0"
"2015","177436","100214.0",""
"2015","177472","16468448.0","82096400.0"
"2015","177542","9192264.0","16462100.0"
"2015","177551","4212800.0","27605800.0"
"2015","177579","7875189.0","9149670.0"
"2015","177588","614008.0",""
"2015","177603","632679.0",""
"2015","177676","8416530.0","39011100.0"
"2015","177685","448365.0",""
"2015","177719","19353559.0","17316000.0"
"2015","177746","11979193.0","18212700.0"
"2015","177816","1443795.0","8009500.0"
"2015","177834","107705614.0","125848000.0"
"2015","177870","2085.0",""
"2015","177931","342600.0",""
"2015","177940","6387775.0","51799000.0"
"2015","177968","138830088.0","146364000.0"
"2015","177977","7219038.0","21270400.0"
"2015","177986","22961158.0","26529500.0"
"2015","177995","22426080.0","123798000.0"
"2015","178004","1616672.0",""
"2015","178059","61184357.0","69841200.0"
"2015","178077","1035185.0",""
"2015","178110","732640.0","4266870.0"
"2015","178183","690916.0","2180750.0"
"2015","178208","5276627.0","12064900.0"
"2015","178217","3340469.0","34345100.0"
"2015","178244","27796821.0","31916400.0"
"2015","178262","335903.0",""
"2015","178305","7413311.0","12241000.0"
"2015","178314","141328.0",""
"2015","178341","14268200.0","70068600.0"
"2015","178369","9365557.0","18637700.0"
"2015","178387","24895708.0","71637900.0"
"2015","178396","343506166.0","2111260000.0"
"2015","178402","138903021.0","381172000.0"
"2015","178411","83193221.0","207328000.0"
"2015","178420","87482209.0","228672000.0"
"2015","178439","0.0","135547000.0"
"2015","178448","12170439.0","30210200.0"
"2015","178466","1072213.0",""
"2015","178484","866068.0",""
"2015","178518","961353.0","4800180.0"
"2015","178527","142814.0",""
"2015","178615","26893843.0","104150000.0"
"2015","178624","37659501.0","102937000.0"
"2015","178679","5198908.0","11405600.0"
"2015","178697","566257.0","49451100.0"
"2015","178721","66069300.0","74869000.0"
"2015","178767","1734835.0","1687680.0"
"2015","178828","284044.0",""
"2015","178891","19629681.0","31042600.0"
"2015","178989","6892141.0","11521400.0"
"2015","179043","33119386.0","49930700.0"
"2015","179052","687844.0",""
"2015","179070","1450571.0","1865850.0"
"2015","179159","254299749.0","726744000.0"
"2015","179195","45905.0",""
"2015","179229","16800.0",""
"2015","179238","395009.0",""
"2015","179256","1287003.0","3110000.0"
"2015","179265","34615124.0","43355700.0"
"2015","179308","26337134.0","188469000.0"
"2015","179317","1250661.0","5347020.0"
"2015","179326","26773942.0","40627800.0"
"2015","179344","1472321.0","14969300.0"
"2015","179450","6410912.0",""
"2015","179511","6595407.0","9788690.0"
"2015","179539","6822761.0","40523100.0"
"2015","179548","8903668.0","23506100.0"
"2015","179557","75914590.0","188422000.0"
"2015","179566","114406215.0","295790000.0"
"2015","179645","1038547.0","24654800.0"
"2015","179715","1852991.0","21137300.0"
"2015","179812","46606741.0","46143500.0"
"2015","179867","356193000.0","2508880000.0"
"2015","179894","173726178.0","205950000.0"
"2015","179919","7171889.0","9105950.0"
"2015","179946","8515372.0","23500000.0"
"2015","179955","10421268.0","34804600.0"
"2015","179964","15445219.0","25250900.0"
"2015","179991","168740.0",""
"2015","180054","244673.0","12832500.0"
"2015","180063","392492.0",""
"2015","180090","583294.0",""
"2015","180106","20932509.0","37385000.0"
"2015","180151","805746.0","7055320.0"
"2015","180160","272841.0","5704980.0"
"2015","180179","21754355.0","68616800.0"
"2015","180197","6252296.0","34334600.0"
"2015","180203","232538.0","7559390.0"
"2015","180212","622610.0","8722780.0"
"2015","180249","3484223.0","21472800.0"
"2015","180258","7966355.0","15611400.0"
"2015","180276","2515967.0","13610200.0"
"2015","180328","630471.0","8741170.0"
"2015","180373","1479824.0","8398430.0"
"2015","180391","468014.0",""
"2015","180416","16246097.0","61343000.0"
"2015","180461","133378019.0","400704000.0"
"2015","180489","92433312.0","317485000.0"
"2015","180522","5702300.0","25319800.0"
"2015","180595","13463749.0","22801500.0"
"2015","180647","753860.0","25974800.0"
"2015","180692","7449475.0","25116300.0"
"2015","180771","286185.0",""
"2015","180814","73218385.0","76330500.0"
"2015","180832","12037181.0","16948900.0"
"2015","180878","8835885.0",""
"2015","180902","7083314.0","69857100.0"
"2015","180948","8858299.0","38986900.0"
"2015","180957","1328200.0",""
"2015","180984","20258798.0","35509400.0"
"2015","181002","209825000.0","348487000.0"
"2015","181020","12601068.0","38124700.0"
"2015","181093","3434004.0","9234800.0"
"2015","181127","9948200.0","29564000.0"
"2015","181136","33514.0",""
"2015","181145","101000.0",""
"2015","181190","2572579.0",""
"2015","181215","29825666.0","109352000.0"
"2015","181242","8565339.0","5995760.0"
"2015","181297","12377255.0","18126000.0"
"2015","181303","16463743.0","115105000.0"
"2015","181312","4892867.0","30146400.0"
"2015","181330","16791080.0","24123100.0"
"2015","181376","1387759.0","3677910.0"
"2015","181394","78870516.0","242509000.0"
"2015","181400","10903164.0","8574170.0"
"2015","181419","452338.0","3661390.0"
"2015","181428","50157205.0","494087000.0"
"2015","181446","25236000.0","38260000.0"
"2015","181464","202702615.0","1008340000.0"
"2015","181491","7397803.0","53348400.0"
"2015","181534","5977497.0","23984400.0"
"2015","181543","82727.0","652867.0"
"2015","181604","13723050.0","18920700.0"
"2015","181640","20713373.0","100779000.0"
"2015","181738","13484616.0","24616200.0"
"2015","181747","0.0","24600500.0"
"2015","181756","2998537.0",""
"2015","181765","653737.0","6602250.0"
"2015","181783","12037641.0","48381800.0"
"2015","181792","14250.0",""
"2015","181817","2436928.0","28604200.0"
"2015","181853","3785661.0","9547170.0"
"2015","181880","2305111.0",""
"2015","181941","5402707.0","7683210.0"
"2015","182005","44516000.0","205867000.0"
"2015","182111","11201337.0","17293500.0"
"2015","182148","5410595.0","5446800.0"
"2015","182281","175760000.0","546153000.0"
"2015","182290","117903974.0","566682000.0"
"2015","182306","4895000.0","26884000.0"
"2015","182458","12584704.0","17156000.0"
"2015","182500","15543000.0","70804000.0"
"2015","182519","0.0","63718000.0"
"2015","182564","3636000.0","31389000.0"
"2015","182634","13089256.0","36256900.0"
"2015","182652","885522.0",""
"2015","182661","11308568.0","15292000.0"
"2015","182670","197394221.0","907629000.0"
"2015","182704","2362754.0",""
"2015","182722","1824306.0",""
"2015","182795","33534278.0","47506700.0"
"2015","182829","5715099.0","12449800.0"
"2015","182865","15770405.0","26156000.0"
"2015","182892","457523.0",""
"2015","182917","750500.0","2153000.0"
"2015","182953","1784845.0",""
"2015","182980","19555498.0","29715300.0"
"2015","182999","457836.0",""
"2015","183026","421004435.0","387921000.0"
"2015","183035","394627.0",""
"2015","183044","193966659.0","539150000.0"
"2015","183062","56335706.0","119232000.0"
"2015","183071","9251138.0","15708200.0"
"2015","183080","49533018.0","97099600.0"
"2015","183099","19837446.0","42851600.0"
"2015","183105","3523183.0","12331500.0"
"2015","183114","4405961.0","13534400.0"
"2015","183123","5651189.0","14677900.0"
"2015","183132","13360058.0","26505800.0"
"2015","183141","9402849.0","19473900.0"
"2015","183150","10344243.0","26556400.0"
"2015","183202","633289.0",""
"2015","183211","28496842.0","33681100.0"
"2015","183239","38178968.0","70704900.0"
"2015","183248","1764138.0",""
"2015","183257","10712086.0","16100000.0"
"2015","183275","1066787.0","4245020.0"
"2015","183327","0.0","18124900.0"
"2015","183488","7573937.0","6820860.0"
"2015","183600","44782.0","625411.0"
"2015","183655","12730171.0","51834000.0"
"2015","183725","8525995.0",""
"2015","183743","58291875.0","130837000.0"
